1767,114.4930912,1,1
1341,82,1,2
1560.472125,615.979094,1,3
1867.101929,952.0940883,1,4
1223.027794,449.0069485,1,5
1039.992241,261.631909,1,6
672.0649346,72.04328971,1,7
1569,31,1,8
910.5138373,255.5069187,1,9
213.5138522,294.4861478,1,10
287.9721758,268.5139121,1,11
1131,82.50690881,1,12
889.4731661,332.4422463,1,13
1068.092603,83.45926217,1,14
1297,61.99309119,1,15
1047.704795,113.556667,1,16
875.5409734,311.550967,1,17
1054.740419,97.52691819,1,18
674.5,558,1,19
1767,114.1220881,2,1
1341,82,2,2
1559.857704,615.2992013,2,3
1860.051316,943.7793579,2,4
1222.763007,448.9407518,2,5
1043.152696,254.3831867,2,6
668.8450288,69.01733053,2,7
1569,30.56217332,2,8
910.3803801,255.0022889,2,9
212.9423986,295.4955503,2,10
289.991148,267.9425592,2,11
1131,82.87791194,2,12
889.8784734,332.5584695,2,13
1067.891964,82.44701813,2,14
1296.124325,61.62209335,2,15
1048.267252,115.2723906,2,16
875.8874839,311.0744475,2,17
1055.414258,96.98026715,2,18
674.5,558,2,19
1767,114.0140278,3,1
1341,82,3,2
1559.655608,615.0915799,3,3
1847.492911,936.1236879,3,4
1222.743401,448.9358503,3,5
1042.378345,246.9354811,3,6
668.504699,68.31225203,3,7
1569,30.44977991,3,8
910.3715368,254.8855379,3,9
212.8212746,298.0379793,3,10
293.151821,266.2819237,3,11
1131,82.60112146,3,12
889.9859461,332.56394,3,13
1067.831011,82.64073384,3,14
1296.669269,61.89889563,3,15
1047.737465,115.9191497,3,16
875.9871558,310.9513415,3,17
1055.213923,97.00692237,3,18
673.3454901,557.2303267,3,19
1765.871584,114.3569711,4,1
1341.376142,81.62385796,4,2
1559.534453,614.6221937,4,3
1837.013697,928.5802087,4,4
1222.856063,449.7163116,4,5
1041.78504,239.1014426,4,6
666.9950341,66.57146159,4,7
1569,30.44495165,4,8
911.5566203,255.6613377,4,9
213.2493038,298.1271806,4,10
297.4796228,264.6129313,4,11
1131,82.11007819,4,12
890.3960006,333.2895857,4,13
1067.920335,82.44586803,4,14
1296.203501,61.63763099,4,15
1047.515497,117.574515,4,16
876.0173598,310.5664306,4,17
1055.939524,95.58778315,4,18
672.9011803,556.9341202,4,19
1765.405566,114.5135917,5,1
1341.531481,81.46851897,5,2
1561.364709,614.8200283,5,3
1826.534483,921.0367294,5,4
1222.204755,450.0519122,5,5
1040.744582,234.8483876,5,6
663.6172092,62.72274361,5,7
1569,30.47116507,5,8
911.6969808,256.023158,5,9
213.1052276,298.9635902,5,10
300.3182958,263.0146389,5,11
1131,81.93299406,5,12
890.9257368,333.9510598,5,13
1067.983768,81.67157945,5,14
1296.361699,61.50403968,5,15
1047.080155,117.4392751,5,16
876.0650649,310.2488087,5,17
1056.403852,95.01257453,5,18
673.2152626,557.2686761,5,19
1828.520793,943.5069311,5,21
1766.462103,114.170677,6,1
1341.929721,81.82071384,6,2
1562.139175,614.9594002,6,3
1221.939812,449.3592736,6,5
1039.236501,233.6135989,6,6
658.7128924,58.77371386,6,7
1569,30.49212865,6,8
911.6335038,256.1018803,6,9
216.3922472,298.8156897,6,10
304.6007253,256.3164069,6,11
1131,82.29753022,6,12
891.0948075,333.3897721,6,13
1067.632441,80.64211527,6,14
1296.09513,61.09346064,6,15
1047.307666,116.8079375,6,16
876.11277,309.9311867,6,17
1056.564336,94.48856168,6,18
674.1864998,557.4678718,6,19
845.4824212,543.9830448,6,20
1827.052543,943.0175145,6,21
1765.869708,114.3747643,7,1
1342.064357,81.9983012,7,2
1562.263218,615.0145165,7,3
1221.153581,449.0066863,7,5
1037.241471,230.617924,7,6
655.6243244,59.86837006,7,7
1569,30.50130016,7,8
910.8008655,255.6956179,7,9
217.7660219,300.4967987,7,10
306.2164885,251.9095969,7,11
1130.624958,82.11474042,7,12
890.7147629,333.4299858,7,13
1067.853459,80.31392643,7,14
1295.980986,61.3192019,7,15
1047.085209,116.1221687,7,16
1056.192351,95.49890241,7,18
673.46073,556.783632,7,19
845.5133688,543.7627342,7,20
1825.584294,942.5280979,7,21
1765.536855,114.4883707,8,1
1342.06585,82.04354716,8,2
1560.662741,615.0210423,8,3
1220.880264,448.9151976,8,5
1035.872215,229.0614127,8,6
649.7918653,61.0070532,8,7
1568.250006,29.75294968,8,8
910.4423313,255.4962806,8,9
217.9774117,301.1681747,8,10
305.1651703,250.0550406,8,11
1129.718742,82.01169451,8,12
890.8874164,333.8500361,8,13
1067.981976,79.94985584,8,14
1295.961953,61.46600247,8,15
1046.611978,115.5147429,8,16
1056.004939,95.24757198,8,18
672.6739909,556.4707995,8,19
845.5443165,543.5424237,8,20
1765.435215,114.5225868,9,1
1341.283313,82.03308751,9,2
1559.931265,615.3871574,9,3
1220.871795,448.1847312,9,5
1034.843839,227.0162197,9,6
645.68851,59.63794904,9,7
1568.687503,29.81439086,9,8
911.1315081,255.4483025,9,9
217.0415973,302.3769109,9,10
303.547323,248.575869,9,11
1129.38282,81.60508967,9,12
890.2368754,333.6550291,9,13
1068.023118,79.50890788,9,14
1295.976217,61.5197009,9,15
1046.81268,114.9805114,9,16
1055.955555,94.68646553,9,18
673.8901852,557.5320831,9,19
1765.442195,114.5198481,10,1
1340.946021,82.01392934,10,2
1559.032752,615.1601077,10,3
1220.933778,447.9097464,10,5
1033.914828,224.9968028,10,6
643.6923443,56.35379529,10,7
1568.953122,29.9225504,10,8
911.8630511,256.212146,10,9
215.0367853,303.865667,10,10
303.6328709,246.9078398,10,11
